Date,Time,bioTime,dayOrNight,Relative Humidity,Temperature
05-10-13,08:24:14,02:11:55,day,99.9,28.6
05-10-13,08:25:15,02:12:57,day,99.9,28.7
05-10-13,08:26:15,02:13:57,day,99.9,28.7
05-10-13,08:27:16,02:14:59,day,99.9,28.8
05-10-13,08:28:17,02:16:00,day,99.9,28.8
05-10-13,08:29:17,02:17:00,day,99.9,28.8
05-10-13,08:30:18,02:18:02,day,99.9,28.8
05-10-13,08:31:18,02:19:02,day,99.9,28.8
05-10-13,08:32:19,02:20:04,day,99.9,28.9
05-10-13,08:33:19,02:21:04,day,99.9,28.9
05-10-13,08:34:20,02:22:05,day,99.9,29
05-10-13,08:35:20,02:23:06,day,99.9,29
05-10-13,08:36:21,02:24:07,day,99.9,29
05-10-13,08:37:21,02:25:08,day,99.9,29.1
05-10-13,08:38:22,02:26:09,day,99.9,29
05-10-13,08:39:23,02:27:11,day,99.9,29.1
05-10-13,08:40:23,02:28:11,day,99.9,29.1
05-10-13,08:41:24,02:29:12,day,99.9,29.1
05-10-13,08:42:24,02:30:13,day,99.9,29.2
05-10-13,08:43:25,02:31:14,day,99.9,29.3
05-10-13,08:44:25,02:32:15,day,99.9,29.3
05-10-13,08:45:26,02:33:16,day,99.9,29.4
05-10-13,08:46:26,02:34:16,day,99.9,29.4
05-10-13,08:47:27,02:35:18,day,99.9,29.4
05-10-13,08:48:28,02:36:19,day,99.9,29.4
05-10-13,08:49:28,02:37:20,day,99.9,29.5
05-10-13,08:50:29,02:38:21,day,99.9,29.5
05-10-13,08:51:29,02:39:21,day,99.9,29.6
05-10-13,08:52:30,02:40:23,day,99.9,29.7
05-10-13,08:53:30,02:41:23,day,99.9,29.6
05-10-13,08:54:31,02:42:25,day,99.9,29.7
05-10-13,08:55:31,02:43:25,day,99.9,29.7
05-10-13,08:56:32,02:44:27,day,99.9,29.8
05-10-13,08:57:32,02:45:27,day,99.9,29.8
05-10-13,08:58:33,02:46:28,day,99.9,29.8
05-10-13,08:59:34,02:47:30,day,99.9,29.9
05-10-13,09:00:34,02:48:30,day,99.9,30
05-10-13,09:01:35,02:49:32,day,99.9,30
05-10-13,09:02:35,02:50:32,day,99.9,30
05-10-13,09:03:36,02:51:33,day,99.9,30.1
05-10-13,09:04:36,02:52:34,day,99.9,30.1
05-10-13,09:05:37,02:53:35,day,99.9,30
05-10-13,09:06:37,02:54:36,day,99.9,30
05-10-13,09:07:38,02:55:37,day,99.9,30.1
05-10-13,09:08:38,02:56:38,day,99.9,30.1
05-10-13,09:09:39,02:57:39,day,99.9,30.1
05-10-13,09:10:40,02:58:40,day,99.9,30.2
05-10-13,09:11:40,02:59:41,day,99.9,30.2
05-10-13,09:12:41,03:00:42,day,99.9,30.2
05-10-13,09:13:41,03:01:43,day,99.9,30.3
05-10-13,09:14:42,03:02:44,day,99.9,30.4
05-10-13,09:15:42,03:03:44,day,99.9,30.4
05-10-13,09:16:43,03:04:46,day,99.9,30.5
05-10-13,09:17:43,03:05:46,day,99.9,30.7
05-10-13,09:18:44,03:06:48,day,99.9,30.7
05-10-13,09:19:44,03:07:48,day,99.9,30.8
05-10-13,09:20:45,03:08:49,day,99.9,30.8
05-10-13,09:21:46,03:09:51,day,99.9,30.8
05-10-13,09:22:46,03:10:51,day,99.9,30.8
05-10-13,09:23:47,03:11:53,day,99.9,30.9
05-10-13,09:24:47,03:12:53,day,99.9,30.9
05-10-13,09:25:48,03:13:55,day,99.9,30.9
05-10-13,09:26:48,03:14:55,day,99.9,31
05-10-13,09:27:49,03:15:56,day,99.9,31
05-10-13,09:28:49,03:16:57,day,99.9,31
05-10-13,09:29:50,03:17:58,day,99.9,31
05-10-13,09:30:51,03:19:00,day,99.9,31
05-10-13,09:31:51,03:20:00,day,99.9,31.1
05-10-13,09:32:52,03:21:01,day,99.9,31.2
05-10-13,09:33:52,03:22:02,day,99.9,31.3
05-10-13,09:34:53,03:23:03,day,99.9,31.2
05-10-13,09:35:53,03:24:04,day,99.9,31.2
05-10-13,09:36:54,03:25:05,day,99.9,31.2
05-10-13,09:37:54,03:26:06,day,99.5,31.2
05-10-13,09:38:55,03:27:07,day,99.7,31.3
05-10-13,09:39:55,03:28:07,day,97.6,31.4
05-10-13,09:40:56,03:29:09,day,97.2,31.5
05-10-13,09:41:57,03:30:10,day,95.7,31.4
05-10-13,09:42:57,03:31:11,day,95.9,31.5
05-10-13,09:43:58,03:32:12,day,95.1,31.5
05-10-13,09:55:03,03:43:22,day,86,32.2
05-10-13,09:56:04,03:44:23,day,86.7,32.1
05-10-13,09:57:05,03:45:24,day,86.7,32.1
05-10-13,09:59:06,03:47:26,day,85.7,32.2
05-10-13,10:00:06,03:48:27,day,85.4,32.3
05-10-13,10:01:07,03:49:28,day,84.9,32.3
05-10-13,10:02:07,03:50:28,day,84.6,32.3
05-10-13,10:03:08,03:51:30,day,84.3,32.3
05-10-13,10:04:08,03:52:30,day,84.6,32.2
05-10-13,10:05:09,03:53:32,day,83.6,32.3
05-10-13,10:06:10,03:54:33,day,83.3,32.3
05-10-13,10:07:10,03:55:33,day,82.2,32.4
05-10-13,10:08:11,03:56:35,day,81.4,32.4
05-10-13,10:09:11,03:57:35,day,81.5,32.3
05-10-13,10:11:12,03:59:37,day,82,32.4
05-10-13,10:12:13,04:00:39,day,80.7,32.6
05-10-13,10:13:13,04:01:39,day,80.1,32.6
05-10-13,10:14:14,04:02:40,day,80.8,32.5
05-10-13,10:15:14,04:03:41,day,79.6,32.6
05-10-13,10:16:15,04:04:42,day,79.5,32.7
05-10-13,10:17:16,04:05:44,day,79,32.8
05-10-13,10:18:16,04:06:44,day,78.2,32.9
05-10-13,10:19:17,04:07:45,day,77.9,32.9
05-10-13,10:20:17,04:08:46,day,78.9,32.8
05-10-13,10:21:18,04:09:47,day,78,32.7
05-10-13,10:22:18,04:10:48,day,78.2,32.8
05-10-13,10:23:19,04:11:49,day,77,32.9
05-10-13,10:24:19,04:12:50,day,77.1,33
05-10-13,10:25:20,04:13:51,day,76.3,33
05-10-13,10:26:20,04:14:51,day,75.6,33
05-10-13,10:27:21,04:15:53,day,75.4,33.1
05-10-13,10:28:22,04:16:54,day,75.5,33.2
05-10-13,10:29:22,04:17:55,day,75.4,33
05-10-13,10:30:23,04:18:56,day,74.7,32.9
05-10-13,10:31:23,04:19:56,day,76.7,33
05-10-13,10:32:24,04:20:58,day,76.3,33.1
05-10-13,10:33:24,04:21:58,day,76.2,33
05-10-13,10:34:25,04:23:00,day,76.1,33.2
05-10-13,10:35:25,04:24:00,day,75.7,33.1
05-10-13,10:36:26,04:25:01,day,75.7,33.1
05-10-13,10:37:26,04:26:02,day,75.6,33.2
05-10-13,10:38:27,04:27:03,day,75.5,33.3
05-10-13,10:40:28,04:29:05,day,74.3,33.3
05-10-13,10:41:29,04:30:07,day,74.6,33.3
05-10-13,10:42:29,04:31:07,day,73.4,33.4
05-10-13,10:43:30,04:32:08,day,72.7,33.6
05-10-13,10:44:30,04:33:09,day,72,33.8
05-10-13,10:45:31,04:34:10,day,71.4,33.7
05-10-13,10:46:31,04:35:11,day,70.9,33.7
05-10-13,10:47:32,04:36:12,day,70.7,33.7
05-10-13,10:48:33,04:37:13,day,71.2,33.8
05-10-13,10:49:33,04:38:14,day,71.1,33.7
05-10-13,10:50:34,04:39:15,day,70.2,33.8
05-10-13,10:51:34,04:40:16,day,69,33.9
05-10-13,10:52:35,04:41:17,day,69.3,34
05-10-13,10:53:35,04:42:17,day,70.4,34
05-10-13,10:54:36,04:43:19,day,67.7,34
05-10-13,10:55:36,04:44:19,day,67.3,34.2
05-10-13,10:56:37,04:45:21,day,66.7,34.2
05-10-13,10:57:37,04:46:21,day,65.3,34.3
05-10-13,10:58:38,04:47:23,day,65.4,34.3
05-10-13,10:59:39,04:48:24,day,66.1,34.1
05-10-13,11:00:39,04:49:24,day,65.2,34.2
05-10-13,11:01:40,04:50:26,day,66.3,34.2
05-10-13,11:02:40,04:51:26,day,65.9,34.2
05-10-13,11:03:41,04:52:28,day,66.1,34.3
05-10-13,11:04:41,04:53:28,day,65.4,34.4
05-10-13,11:05:42,04:54:29,day,66.3,34.4
05-10-13,11:06:42,04:55:30,day,65.4,34.5
05-10-13,11:07:43,04:56:31,day,64.1,34.7
05-10-13,11:08:43,04:57:32,day,65.1,34.6
05-10-13,11:09:44,04:58:33,day,64.2,34.5
05-10-13,11:10:45,04:59:35,day,63.6,34.5
05-10-13,11:11:45,05:00:35,day,63.7,34.5
05-10-13,11:12:46,05:01:36,day,64.4,34.6
05-10-13,11:14:47,05:03:38,day,65.1,34.7
05-10-13,11:15:47,05:04:39,day,63.5,34.6
05-10-13,11:16:48,05:05:40,day,62.9,34.7
05-10-13,11:17:48,05:06:40,day,63.7,34.5
05-10-13,11:18:49,05:07:42,day,62.7,34.7
05-10-13,11:19:49,05:08:42,day,62,34.7
05-10-13,11:20:50,05:09:44,day,63.9,34.5
05-10-13,11:21:51,05:10:45,day,64.4,34.6
05-10-13,11:22:51,05:11:45,day,64.6,34.4
05-10-13,11:23:52,05:12:47,day,64.2,34.5
05-10-13,11:24:52,05:13:47,day,63.6,34.5
05-10-13,11:25:53,05:14:49,day,64.3,34.5
05-10-13,11:26:53,05:15:49,day,65.3,34.3
05-10-13,11:27:54,05:16:51,day,64,34.5
05-10-13,11:28:54,05:17:51,day,64.9,34.6
05-10-13,11:29:55,05:18:52,day,63,34.8
05-10-13,11:30:55,05:19:53,day,63.7,34.5
05-10-13,11:31:56,05:20:54,day,63.4,34.7
05-10-13,11:32:57,05:21:56,day,63.6,34.8
05-10-13,11:33:57,05:22:56,day,63.4,34.7
05-10-13,11:34:58,05:23:57,day,63,34.8
05-10-13,11:35:58,05:24:58,day,61.7,34.9
05-10-13,11:36:59,05:25:59,day,63.3,35
05-10-13,11:37:59,05:27:00,day,62.3,35.1
05-10-13,11:40:00,05:29:02,day,60.8,35.2
05-10-13,11:41:01,05:30:03,day,62.3,35
05-10-13,11:42:02,05:31:04,day,60.9,35.1
05-10-13,11:43:02,05:32:05,day,61.4,35
05-10-13,11:44:03,05:33:06,day,60.5,35.1
05-10-13,11:45:03,05:34:07,day,60,35.3
05-10-13,11:46:04,05:35:08,day,59.5,35.4
05-10-13,11:47:04,05:36:08,day,60.6,35.3
05-10-13,11:48:05,05:37:10,day,60.1,35.3
05-10-13,11:59:11,05:48:20,day,59.4,35.3
05-10-13,12:00:11,05:49:21,day,59.2,35.4
05-10-13,12:01:12,05:50:22,day,58.6,35.6
05-10-13,12:02:12,05:51:23,day,59.2,35.5
05-10-13,12:03:13,05:52:24,day,59.2,35.5
05-10-13,12:04:13,05:53:24,day,57.6,35.6
05-10-13,12:05:14,05:54:26,day,57.9,35.5
05-10-13,12:06:15,05:55:27,day,58.1,35.4
05-10-13,12:07:15,05:56:28,day,57.5,35.6
05-10-13,12:08:16,05:57:29,day,58.7,35.6
05-10-13,12:09:16,05:58:29,day,60.7,35.5
05-10-13,12:10:17,05:59:31,day,60.6,35.4
05-10-13,12:11:17,06:00:31,day,60.6,35.4
05-10-13,12:12:18,06:01:33,day,60.5,35.3
05-10-13,12:13:18,06:02:33,day,60.4,35.3
05-10-13,12:14:19,06:03:35,day,59.6,35.5
05-10-13,12:15:19,06:04:35,day,60.3,35.5
05-10-13,12:16:20,06:05:36,day,60.9,35.6
05-10-13,12:17:21,06:06:38,day,61.2,35.5
05-10-13,12:18:21,06:07:38,day,61.6,35.4
05-10-13,12:19:22,06:08:40,day,60.5,35.6
05-10-13,12:20:22,06:09:40,day,60.2,35.7
05-10-13,12:21:23,06:10:41,day,59.9,35.6
05-10-13,12:22:23,06:11:42,day,59.4,35.6
05-10-13,12:24:24,06:13:44,day,59,35.6
05-10-13,12:25:25,06:14:45,day,58,35.7
05-10-13,12:26:25,06:15:46,day,59.2,35.7
05-10-13,12:27:26,06:16:47,day,59.8,35.7
05-10-13,12:28:27,06:17:48,day,60,35.6
05-10-13,12:29:27,06:18:49,day,59.9,35.8
05-10-13,12:30:28,06:19:50,day,60.1,35.7
05-10-13,12:31:28,06:20:51,day,60.4,35.8
05-10-13,12:32:29,06:21:52,day,61,36
05-10-13,12:33:29,06:22:52,day,60.7,36
05-10-13,12:34:30,06:23:54,day,60.1,35.9
05-10-13,12:35:30,06:24:54,day,59.6,35.8
05-10-13,12:36:31,06:25:56,day,60,35.7
05-10-13,12:37:31,06:26:56,day,59.8,35.7
05-10-13,12:38:32,06:27:57,day,59.6,35.6
05-10-13,12:39:33,06:28:59,day,59.8,35.5
05-10-13,12:40:33,06:29:59,day,60.3,35.7
05-10-13,12:41:34,06:31:01,day,60.3,35.9
05-10-13,12:42:34,06:32:01,day,59.5,35.7
05-10-13,12:43:35,06:33:03,day,57.6,35.9
05-10-13,12:44:35,06:34:03,day,57.9,36
05-10-13,12:45:36,06:35:04,day,58,36.1
05-10-13,12:46:36,06:36:05,day,58,36.1
05-10-13,12:47:37,06:37:06,day,58.8,36.1
05-10-13,12:48:37,06:38:07,day,58.3,36.1
05-10-13,12:49:38,06:39:08,day,58.2,36.1
05-10-13,12:50:39,06:40:09,day,57.4,36
05-10-13,12:51:39,06:41:10,day,57.6,36.1
05-10-13,12:52:40,06:42:11,day,56.5,36.2
05-10-13,12:53:40,06:43:12,day,56.7,36.3
05-10-13,12:54:41,06:44:13,day,56.8,36.3
05-10-13,12:55:41,06:45:14,day,55.5,36.3
05-10-13,12:56:42,06:46:15,day,56,36.2
05-10-13,12:57:42,06:47:15,day,54.8,36.3
05-10-13,12:58:43,06:48:17,day,55.5,36.3
05-10-13,12:59:44,06:49:18,day,55.1,36.4
05-10-13,13:00:44,06:50:19,day,55.4,36.5
05-10-13,13:01:45,06:51:20,day,56.1,36.4
05-10-13,13:02:45,06:52:20,day,54.8,36.5
05-10-13,13:03:46,06:53:22,day,55.7,36.4
05-10-13,13:04:46,06:54:22,day,56.2,36.3
05-10-13,13:05:47,06:55:24,day,55.5,36.4
05-10-13,13:06:47,06:56:24,day,55.6,36.5
05-10-13,13:07:48,06:57:25,day,54.2,36.4
05-10-13,13:08:48,06:58:26,day,53,36.5
05-10-13,13:09:49,06:59:27,day,52.4,36.8
05-10-13,13:10:50,07:00:29,day,52.3,36.8
05-10-13,13:11:50,07:01:29,day,50.7,37.1
05-10-13,13:12:51,07:02:31,day,51.2,37.1
05-10-13,13:13:51,07:03:31,day,50.9,37
05-10-13,13:15:52,07:05:33,day,49.4,36.8
05-10-13,13:16:53,07:06:34,day,49.4,36.8
05-10-13,13:17:53,07:07:35,day,49,36.8
05-10-13,13:18:54,07:08:36,day,48.7,36.8
05-10-13,13:19:54,07:09:36,day,49.7,36.9
05-10-13,13:20:55,07:10:38,day,48.5,37
05-10-13,13:21:56,07:11:39,day,47.5,37.1
05-10-13,13:23:57,07:13:41,day,46.9,37.2
05-10-13,13:24:57,07:14:41,day,46.9,37.3
05-10-13,13:25:58,07:15:43,day,47,37.1
05-10-13,13:26:58,07:16:43,day,46.8,37.1
05-10-13,13:27:59,07:17:45,day,47.1,37.1
05-10-13,13:28:59,07:18:45,day,46.3,37.2
05-10-13,13:30:00,07:19:47,day,46,37.4
05-10-13,13:31:00,07:20:47,day,46.2,37.4
05-10-13,13:32:01,07:21:48,day,46.2,37.3
05-10-13,13:33:02,07:22:50,day,45.9,37.3
05-10-13,13:35:03,07:24:52,day,44.8,37.4
05-10-13,13:36:03,07:25:52,day,44.2,37.2
05-10-13,13:37:04,07:26:53,day,45.5,37.3
05-10-13,13:38:04,07:27:54,day,46.6,37.1
05-10-13,13:39:05,07:28:55,day,46.3,37.3
05-10-13,13:40:05,07:29:56,day,45.5,37.3
05-10-13,13:41:06,07:30:57,day,45.2,37.3
05-10-13,13:42:06,07:31:58,day,45.2,37.2
05-10-13,13:44:08,07:34:00,day,44.7,37.2
05-10-13,13:45:08,07:35:01,day,45.6,37.2
05-10-13,13:46:09,07:36:02,day,45,37.1
05-10-13,13:47:09,07:37:03,day,45,37.1
05-10-13,13:48:10,07:38:04,day,46,37
05-10-13,13:49:10,07:39:04,day,46.6,37
05-10-13,13:50:11,07:40:06,day,46,37
05-10-13,13:51:11,07:41:06,day,46.1,37
05-10-13,13:52:12,07:42:08,day,45.2,36.9
05-10-13,13:53:13,07:43:09,day,45.1,36.9
05-10-13,13:54:13,07:44:09,day,43.6,36.8
05-10-13,13:55:14,07:45:11,day,43.3,36.6
05-10-13,13:56:14,07:46:11,day,43.5,36.8
05-10-13,13:57:15,07:47:13,day,43.5,36.8
05-10-13,13:58:15,07:48:13,day,44.5,37
05-10-13,13:59:16,07:49:15,day,43.2,36.8
05-10-13,14:00:16,07:50:15,day,42.7,36.7
05-10-13,14:01:17,07:51:16,day,43.3,36.6
05-10-13,14:02:17,07:52:17,day,43.1,36.5
05-10-13,14:03:18,07:53:18,day,43,36.5
05-10-13,14:04:19,07:54:20,day,43,36.6
05-10-13,14:05:19,07:55:20,day,43,36.7
05-10-13,14:06:20,07:56:21,day,44.2,36.6
05-10-13,14:07:20,07:57:22,day,45,36.6
05-10-13,14:08:21,07:58:23,day,45,36.7
05-10-13,14:09:21,07:59:24,day,44.6,36.9
05-10-13,14:10:22,08:00:25,day,45.1,37
05-10-13,14:11:22,08:01:26,day,45.8,36.8
05-10-13,14:12:23,08:02:27,day,45.8,36.8
05-10-13,14:13:23,08:03:27,day,46.3,36.9
05-10-13,14:14:24,08:04:29,day,45.2,36.9
05-10-13,14:15:25,08:05:30,day,45.5,36.9
05-10-13,14:16:25,08:06:31,day,45.5,37.1
05-10-13,14:17:26,08:07:32,day,42.6,37.1
05-10-13,14:18:26,08:08:32,day,40.1,37.3
05-10-13,14:19:27,08:09:34,day,41.6,37.2
05-10-13,14:20:27,08:10:34,day,43.1,37.1
05-10-13,14:21:28,08:11:36,day,41.5,37
05-10-13,14:22:28,08:12:36,day,41,37
05-10-13,14:23:29,08:13:37,day,41.1,37
05-10-13,14:24:29,08:14:38,day,40.1,37
05-10-13,14:25:30,08:15:39,day,39.9,37
05-10-13,14:26:31,08:16:41,day,40.6,36.8
05-10-13,14:27:31,08:17:41,day,40.3,36.8
05-10-13,14:28:32,08:18:43,day,39.5,36.9
05-10-13,14:29:32,08:19:43,day,39.2,36.9
05-10-13,14:30:33,08:20:44,day,38.6,37
05-10-13,14:31:33,08:21:45,day,37.6,36.9
05-10-13,14:32:34,08:22:46,day,38.2,37
05-10-13,14:33:34,08:23:47,day,38.6,37
05-10-13,14:34:35,08:24:48,day,38,37
05-10-13,14:35:35,08:25:48,day,36.9,37
05-10-13,14:36:36,08:26:50,day,38,36.8
05-10-13,14:37:37,08:27:51,day,38.8,36.9
05-10-13,14:38:37,08:28:52,day,40,37
05-10-13,14:39:38,08:29:53,day,39.1,37
05-10-13,14:40:38,08:30:53,day,39.1,36.9
05-10-13,14:41:39,08:31:55,day,38.9,36.9
05-10-13,14:42:39,08:32:55,day,39,37
05-10-13,14:43:40,08:33:57,day,39.2,37.1
05-10-13,14:44:40,08:34:57,day,40.8,37.1
05-10-13,14:45:41,08:35:59,day,40.6,36.9
05-10-13,14:46:42,08:37:00,day,41.2,36.8
05-10-13,14:47:42,08:38:00,day,41.1,36.7
05-10-13,14:48:43,08:39:02,day,41.1,36.8
05-10-13,14:49:43,08:40:02,day,41.8,36.6
05-10-13,14:50:44,08:41:04,day,41.8,36.7
05-10-13,14:51:44,08:42:04,day,41.3,36.6
05-10-13,14:52:45,08:43:05,day,42,36.6
05-10-13,14:53:45,08:44:06,day,42.9,36.6
05-10-13,14:54:46,08:45:07,day,42,36.6
05-10-13,14:55:46,08:46:08,day,41.5,36.7
05-10-13,14:56:47,08:47:09,day,40.5,36.7
05-10-13,14:57:48,08:48:11,day,40.1,36.6
05-10-13,14:58:48,08:49:11,day,42,36.5
05-10-13,14:59:49,08:50:12,day,42.2,36.5
05-10-13,15:00:49,08:51:13,day,42,36.6
05-10-13,15:01:50,08:52:14,day,41.2,36.6
05-10-13,15:02:50,08:53:15,day,41.6,36.5
05-10-13,15:03:51,08:54:16,day,41.9,36.4
05-10-13,15:04:51,08:55:16,day,42.2,36.3
05-10-13,15:05:52,08:56:18,day,42.2,36.2
05-10-13,15:06:52,08:57:18,day,42.8,36.2
05-10-13,15:07:53,08:58:20,day,43.1,36.2
05-10-13,15:08:54,08:59:21,day,43.9,36.2
05-10-13,15:09:54,09:00:21,day,44.2,36.2
05-10-13,15:10:55,09:01:23,day,44.8,36.1
05-10-13,15:11:55,09:02:23,day,44.4,36.2
05-10-13,15:12:56,09:03:25,day,44.4,36.2
05-10-13,15:13:56,09:04:25,day,44.2,36.2
05-10-13,15:14:57,09:05:27,day,44.7,36.1
05-10-13,15:15:57,09:06:27,day,45,36.1
05-10-13,15:16:58,09:07:28,day,45,36.1
05-10-13,15:17:58,09:08:29,day,44.8,36.1
05-10-13,15:18:59,09:09:30,day,44.2,36.2
05-10-13,15:20:00,09:10:32,day,44.7,36.1
05-10-13,15:21:00,09:11:32,day,45.1,36.1
05-10-13,15:22:01,09:12:33,day,45.9,36
05-10-13,15:23:01,09:13:34,day,45.8,36.1
05-10-13,15:24:02,09:14:35,day,45.5,36
05-10-13,15:26:03,09:16:37,day,47.4,35.9
05-10-13,15:27:03,09:17:38,day,46.6,35.9
05-10-13,15:28:04,09:18:39,day,45.7,35.9
05-10-13,15:29:05,09:19:40,day,45.9,36
05-10-13,15:30:05,09:20:41,day,45.4,35.9
05-10-13,15:31:06,09:21:42,day,45.6,35.8
05-10-13,15:32:06,09:22:43,day,46.5,35.8
05-10-13,15:33:07,09:23:44,day,46.4,35.7
05-10-13,15:34:07,09:24:44,day,47.3,35.5
05-10-13,15:35:08,09:25:46,day,48.2,35.4
05-10-13,15:36:08,09:26:46,day,48.3,35.5
05-10-13,15:37:09,09:27:48,day,49.6,35.4
05-10-13,15:38:09,09:28:48,day,48.7,35.5
05-10-13,15:39:10,09:29:49,day,49.3,35.5
05-10-13,15:40:11,09:30:51,day,49.1,35.5
05-10-13,15:41:11,09:31:51,day,49.5,35.5
05-10-13,15:42:12,09:32:53,day,49.5,35.5
05-10-13,15:43:12,09:33:53,day,49.6,35.5
05-10-13,15:44:13,09:34:55,day,49,35.5
05-10-13,15:45:13,09:35:55,day,49.4,35.4
05-10-13,15:46:14,09:36:56,day,50.2,35.3
05-10-13,15:47:14,09:37:57,day,50.4,35.4
05-10-13,15:48:15,09:38:58,day,50,35.3
05-10-13,15:49:15,09:39:59,day,51.2,35.5
05-10-13,15:50:16,09:41:00,day,52.4,35.5
05-10-13,15:51:17,09:42:01,day,51.1,35.5
05-10-13,15:52:17,09:43:02,day,50.6,35.4
05-10-13,15:53:18,09:44:03,day,51,35.1
05-10-13,15:54:18,09:45:04,day,51.3,35
05-10-13,15:55:19,09:46:05,day,51,34.9
05-10-13,15:56:19,09:47:05,day,52,34.8
05-10-13,15:57:20,09:48:07,day,51.5,34.9
05-10-13,15:58:20,09:49:07,day,50.7,34.9
05-10-13,15:59:21,09:50:09,day,49.4,34.9
05-10-13,16:00:21,09:51:09,day,50.4,34.8
05-10-13,16:01:22,09:52:11,day,50,34.8
05-10-13,16:02:23,09:53:12,day,50.6,34.7
05-10-13,16:03:23,09:54:12,day,49.3,34.9
05-10-13,16:04:24,09:55:14,day,49.1,35.1
05-10-13,16:05:24,09:56:14,day,49.7,35
05-10-13,16:06:25,09:57:16,day,48.9,34.9
05-10-13,16:07:25,09:58:16,day,48.3,35
05-10-13,16:08:26,09:59:17,day,49.2,34.9
05-10-13,16:09:26,10:00:18,day,49.3,34.8
05-10-13,16:10:27,10:01:19,day,49.6,34.8
05-10-13,16:11:27,10:02:20,day,50.7,34.7
05-10-13,16:12:28,10:03:21,day,51.9,34.6
05-10-13,16:13:29,10:04:23,day,52.4,34.7
05-10-13,16:14:29,10:05:23,day,51.7,34.7
05-10-13,16:15:30,10:06:24,day,49.9,34.8
05-10-13,16:16:30,10:07:25,day,48.9,34.9
05-10-13,16:17:31,10:08:26,day,48.9,34.9
05-10-13,16:18:31,10:09:27,day,49.5,34.8
05-10-13,16:19:32,10:10:28,day,50.7,34.7
05-10-13,16:20:32,10:11:28,day,51.5,34.6
05-10-13,16:21:33,10:12:30,day,52,34.5
05-10-13,16:22:34,10:13:31,day,52,34.5
05-10-13,16:23:34,10:14:32,day,51.6,34.5
05-10-13,16:24:35,10:15:33,day,51,34.6
05-10-13,16:25:35,10:16:33,day,50.7,34.7
05-10-13,16:26:36,10:17:35,day,50.2,34.7
05-10-13,16:27:36,10:18:35,day,49.7,34.8
05-10-13,16:28:37,10:19:37,day,49.5,34.8
05-10-13,16:29:37,10:20:37,day,50.3,34.7
05-10-13,16:30:38,10:21:39,day,50.8,34.7
05-10-13,16:31:38,10:22:39,day,51.3,34.5
05-10-13,16:32:39,10:23:40,day,52.1,34.6
05-10-13,16:33:40,10:24:42,day,51.7,34.6
05-10-13,16:34:40,10:25:42,day,52.5,34.5
05-10-13,16:35:41,10:26:44,day,52.7,34.4
05-10-13,16:36:41,10:27:44,day,52.9,34.4
05-10-13,16:37:42,10:28:45,day,52.9,34.5
05-10-13,16:38:42,10:29:46,day,52.8,34.6
05-10-13,16:39:43,10:30:47,day,52.8,34.6
05-10-13,16:40:43,10:31:48,day,52.8,34.5
05-10-13,16:41:44,10:32:49,day,52.3,34.6
05-10-13,16:42:44,10:33:50,day,52.4,34.5
05-10-13,16:43:45,10:34:51,day,53.7,34.4
05-10-13,16:44:46,10:35:52,day,54,34.4
05-10-13,16:45:46,10:36:53,day,54.8,34.4
05-10-13,16:46:47,10:37:54,day,55.6,34.4
05-10-13,16:47:47,10:38:55,day,56.6,34.4
05-10-13,16:48:48,10:39:56,day,56.3,34.4
05-10-13,16:49:48,10:40:56,day,55.5,34.4
05-10-13,16:50:49,10:41:58,day,55.9,34.3
05-10-13,16:51:49,10:42:58,day,54.6,34.3
05-10-13,16:52:50,10:44:00,day,54.5,34.3
05-10-13,16:53:50,10:45:00,day,54.6,34.2
05-10-13,16:54:51,10:46:01,day,55.2,34.2
05-10-13,16:55:52,10:47:03,day,55.9,34
05-10-13,16:56:52,10:48:03,day,55.8,34.1
05-10-13,16:57:53,10:49:05,day,55.4,34.1
05-10-13,16:58:53,10:50:05,day,56.3,34.1
05-10-13,16:59:54,10:51:07,day,56.3,34
05-10-13,17:00:54,10:52:07,day,57.1,34.1
05-10-13,17:01:55,10:53:08,day,57,34.2
05-10-13,17:02:55,10:54:09,day,57.7,34.1
05-10-13,17:03:56,10:55:10,day,58.1,34
05-10-13,17:04:56,10:56:11,day,58.2,33.9
05-10-13,17:05:57,10:57:12,day,58.3,33.8
05-10-13,17:06:58,10:58:13,day,59,33.8
05-10-13,17:07:58,10:59:14,day,60.5,33.8
05-10-13,17:08:59,11:00:15,day,59.8,33.6
05-10-13,17:09:59,11:01:16,day,61.1,33.6
05-10-13,17:11:00,11:02:17,day,61,33.6
05-10-13,17:12:00,11:03:17,day,60.8,33.7
05-10-13,17:13:01,11:04:19,day,61.1,33.7
05-10-13,17:14:01,11:05:19,day,62,33.7
05-10-13,17:15:02,11:06:21,day,62,33.8
05-10-13,17:16:03,11:07:22,day,62.6,33.8
05-10-13,17:17:03,11:08:23,day,62.1,33.8
05-10-13,17:18:04,11:09:24,day,62.5,33.8
05-10-13,17:19:04,11:10:24,day,62.6,33.7
05-10-13,17:20:05,11:11:26,day,63.8,33.6
05-10-13,17:21:05,11:12:26,day,63.8,33.5
05-10-13,17:22:06,11:13:28,day,64.6,33.5
05-10-13,17:23:06,11:14:28,day,64.6,33.5
05-10-13,17:24:07,11:15:29,day,65.7,33.5
05-10-13,17:25:07,11:16:30,day,64.7,33.5
05-10-13,17:26:08,11:17:31,day,65.9,33.5
